SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,GAMES_PLAYED
22018,1610612740,NOP,New Orleans Pelicans,0021800462,2018-12-19,NOP @ MIL,L,240,115,43,92,0.467,19,42,0.452,10,15,0.667,7,34,41,28,6,7,15,22,-8.0,31
22018,1610612740,NOP,New Orleans Pelicans,0021800478,2018-12-21,NOP @ LAL,L,242,104,44,102,0.431,8,27,0.296,8,16,0.5,14,39,53,27,8,6,12,24,-8.0,32
22018,1610612740,NOP,New Orleans Pelicans,0021800492,2018-12-23,NOP @ SAC,L,242,117,44,94,0.468,6,26,0.231,23,28,0.821,12,46,58,26,6,9,12,29,-5.0,33
22018,1610612740,NOP,New Orleans Pelicans,0021800509,2018-12-26,NOP @ DAL,L,239,119,42,90,0.467,12,27,0.444,23,30,0.767,7,32,39,25,4,2,10,27,-3.0,34
22018,1610612740,NOP,New Orleans Pelicans,0021800523,2018-12-28,NOP vs. DAL,W,240,114,44,96,0.458,4,23,0.174,22,27,0.815,20,29,49,22,7,4,11,28,2.0,35
22018,1610612740,NOP,New Orleans Pelicans,0021800528,2018-12-29,NOP vs. HOU,L,241,104,41,92,0.446,9,28,0.321,13,17,0.765,8,37,45,25,7,5,14,23,-4.0,36
22018,1610612740,NOP,New Orleans Pelicans,0021800546,2018-12-31,NOP vs. MIN,W,239,123,45,87,0.517,14,25,0.56,19,21,0.905,11,33,44,28,3,2,15,21,9.0,37
22018,1610612740,NOP,New Orleans Pelicans,0021800557,2019-01-02,NOP @ BKN,L,241,121,46,87,0.529,10,23,0.435,19,27,0.704,10,31,41,19,7,5,12,20,-5.0,38
22018,1610612740,NOP,New Orleans Pelicans,0021800579,2019-01-05,NOP @ CLE,W,241,133,47,81,0.58,14,27,0.519,25,29,0.862,10,34,44,29,13,7,14,18,35.0,39
22018,1610612740,NOP,New Orleans Pelicans,0021800595,2019-01-07,NOP vs. MEM,W,239,114,44,79,0.557,6,17,0.353,20,29,0.69,5,35,40,27,13,4,14,18,19.0,40
22018,1610612740,NOP,New Orleans Pelicans,0021800612,2019-01-09,NOP vs. CLE,W,240,140,46,84,0.548,12,29,0.414,36,39,0.923,11,33,44,33,7,7,16,21,16.0,41
22018,1610612740,NOP,New Orleans Pelicans,0021800633,2019-01-12,NOP @ MIN,L,240,106,40,87,0.46,5,24,0.208,21,24,0.875,10,38,48,22,7,8,15,20,-4.0,42
22018,1610612740,NOP,New Orleans Pelicans,0021800650,2019-01-14,NOP @ LAC,W,240,121,46,105,0.438,8,25,0.32,21,28,0.75,15,34,49,28,8,7,6,19,4.0,43
22018,1610612740,NOP,New Orleans Pelicans,0021800663,2019-01-16,NOP @ GSW,L,239,140,47,98,0.48,19,37,0.514,27,33,0.818,7,42,49,36,6,5,10,23,-7.0,44
22018,1610612740,NOP,New Orleans Pelicans,0021800677,2019-01-18,NOP @ POR,L,242,112,41,84,0.488,8,25,0.32,22,27,0.815,7,34,41,23,4,6,12,24,-16.0,45
22018,1610612740,NOP,New Orleans Pelicans,0021800697,2019-01-21,NOP @ MEM,W,239,105,39,74,0.527,9,26,0.346,18,26,0.692,7,43,50,19,8,7,19,17,20.0,46
22018,1610612740,NOP,New Orleans Pelicans,0021800714,2019-01-23,NOP vs. DET,L,239,94,42,91,0.462,6,22,0.273,4,9,0.444,8,41,49,20,3,9,12,18,-4.0,47
22018,1610612740,NOP,New Orleans Pelicans,0021800717,2019-01-24,NOP @ OKC,L,240,116,49,101,0.485,10,36,0.278,8,12,0.667,8,34,42,34,7,6,12,16,-6.0,48
