SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,GAMES_PLAYED
22018,1610612741,CHI,Chicago Bulls,0021800820,2019-02-08,CHI @ BKN,W,241,125,46,85,0.541,14,28,0.5,19,24,0.792,8,42,50,27,5,5,16,21,19.0,54
22018,1610612741,CHI,Chicago Bulls,0021800830,2019-02-09,CHI vs. WAS,L,242,125,49,97,0.505,6,23,0.261,21,28,0.75,14,31,45,28,7,5,11,15,-9.0,55
22018,1610612741,CHI,Chicago Bulls,0021800843,2019-02-11,CHI vs. MIL,L,239,99,37,96,0.385,9,28,0.321,16,18,0.889,9,36,45,24,8,2,13,22,-13.0,56
22018,1610612741,CHI,Chicago Bulls,0021800858,2019-02-13,CHI vs. MEM,W,240,122,45,80,0.563,8,20,0.4,24,29,0.828,9,37,46,28,2,3,14,19,12.0,57
22018,1610612741,CHI,Chicago Bulls,0021800875,2019-02-22,CHI @ ORL,W,240,110,40,90,0.444,12,29,0.414,18,19,0.947,6,33,39,18,8,4,8,19,1.0,58
22018,1610612741,CHI,Chicago Bulls,0021800889,2019-02-23,CHI vs. BOS,W,240,126,47,88,0.534,12,30,0.4,20,21,0.952,11,38,49,26,4,2,13,22,10.0,59
22018,1610612741,CHI,Chicago Bulls,0021800902,2019-02-25,CHI vs. MIL,L,239,106,41,92,0.446,9,26,0.346,15,22,0.682,6,35,41,31,3,3,7,18,-11.0,60
22018,1610612741,CHI,Chicago Bulls,0021800916,2019-02-27,CHI @ MEM,W,240,109,39,82,0.476,8,24,0.333,23,25,0.92,7,35,42,20,12,9,15,20,2.0,61
22018,1610612741,CHI,Chicago Bulls,0021800928,2019-03-01,CHI @ ATL,W,341,168,56,119,0.471,21,48,0.438,35,48,0.729,11,51,62,30,10,5,16,30,7.0,62
22018,1610612741,CHI,Chicago Bulls,0021800946,2019-03-03,CHI vs. ATL,L,241,118,47,92,0.511,8,27,0.296,16,21,0.762,9,33,42,25,6,5,14,20,-5.0,63
22018,1610612741,CHI,Chicago Bulls,0021800959,2019-03-05,CHI @ IND,L,241,96,36,93,0.387,4,25,0.16,20,24,0.833,15,34,49,16,7,7,9,20,-9.0,64
22018,1610612741,CHI,Chicago Bulls,0021800970,2019-03-06,CHI vs. PHI,W,239,108,41,93,0.441,6,23,0.261,20,27,0.741,16,31,47,21,7,3,13,17,1.0,65
22018,1610612741,CHI,Chicago Bulls,0021800980,2019-03-08,CHI vs. DET,L,240,104,42,82,0.512,5,17,0.294,15,23,0.652,8,27,35,20,9,4,16,18,-8.0,66
22018,1610612741,CHI,Chicago Bulls,0021800992,2019-03-10,CHI @ DET,L,241,108,41,82,0.5,9,18,0.5,17,26,0.654,6,31,37,18,4,5,10,18,-23.0,67
22018,1610612741,CHI,Chicago Bulls,0021801009,2019-03-12,CHI vs. LAL,L,241,107,42,91,0.462,11,27,0.407,12,12,1.0,11,33,44,23,6,0,16,22,-16.0,68
22018,1610612741,CHI,Chicago Bulls,0021801033,2019-03-15,CHI @ LAC,L,242,121,42,80,0.525,11,21,0.524,26,33,0.788,8,36,44,24,3,6,16,26,-7.0,69
22018,1610612741,CHI,Chicago Bulls,0021801047,2019-03-17,CHI @ SAC,L,240,102,39,88,0.443,10,26,0.385,14,21,0.667,10,29,39,20,6,6,19,16,-27.0,70
22018,1610612741,CHI,Chicago Bulls,0021801057,2019-03-18,CHI @ PHX,W,240,116,46,89,0.517,4,16,0.25,20,24,0.833,11,38,49,21,9,4,13,22,15.0,71
22018,1610612741,CHI,Chicago Bulls,0021801069,2019-03-20,CHI vs. WAS,W,264,126,50,106,0.472,12,23,0.522,14,17,0.824,15,33,48,29,10,2,13,16,6.0,72
22018,1610612741,CHI,Chicago Bulls,0021801090,2019-03-23,CHI vs. UTA,L,239,83,33,92,0.359,2,16,0.125,15,20,0.75,11,34,45,16,6,3,12,16,-31.0,73
22018,1610612741,CHI,Chicago Bulls,0021801110,2019-03-26,CHI @ TOR,L,239,103,39,86,0.453,8,23,0.348,17,20,0.85,7,38,45,20,12,2,18,16,-9.0,74
22018,1610612741,CHI,Chicago Bulls,0021801117,2019-03-27,CHI vs. POR,L,239,98,39,91,0.429,5,23,0.217,15,19,0.789,16,28,44,22,4,0,8,19,-20.0,75
22018,1610612741,CHI,Chicago Bulls,0021801142,2019-03-30,CHI vs. TOR,L,240,101,41,97,0.423,9,30,0.3,10,16,0.625,17,36,53,21,7,6,13,15,-23.0,76
22018,1610612741,CHI,Chicago Bulls,0021801155,2019-04-01,CHI @ NYK,L,240,105,42,94,0.447,4,17,0.235,17,23,0.739,12,32,44,20,9,2,6,18,-8.0,77
22018,1610612741,CHI,Chicago Bulls,0021801167,2019-04-03,CHI @ WAS,W,240,115,48,90,0.533,5,19,0.263,14,17,0.824,9,40,49,22,7,5,20,23,1.0,78
22018,1610612741,CHI,Chicago Bulls,0021801194,2019-04-06,CHI vs. PHI,L,239,96,38,89,0.427,8,25,0.32,12,15,0.8,7,31,38,22,4,3,8,22,-20.0,79
22018,1610612741,CHI,Chicago Bulls,0021801213,2019-04-09,CHI vs. NYK,L,240,86,30,83,0.361,7,22,0.318,19,29,0.655,6,44,50,14,7,4,7,18,-10.0,80
22018,1610612741,CHI,Chicago Bulls,0021801224,2019-04-10,CHI @ PHI,L,240,109,45,95,0.474,9,24,0.375,10,15,0.667,9,30,39,21,4,3,7,13,-16.0,81
